EVENT CATEGORY	EVENT GROUP	EVENT SUBGROUP	EVENT TYPE	PLACE	EVENT START DATE	COMMENTS	FATALITIES	INJURED / INFECTED	EVACUATED	ESTIMATED TOTAL COST	NORMALIZED TOTAL COST	EVENT END DATE	FEDERAL DFAA PAYMENTS	PROVINCIAL DFAA PAYMENTS	PROVINCIAL DEPARTMENT PAYMENTS	MUNICIPAL COSTS	OGD COSTS	INSURANCE PAYMENTS	NGO PAYMENTS	UTILITY - PEOPLE AFFECTED	MAGNITUDE	
Disaster	Natural	Meteorological - Hydrological	Flood	Southern Ontario	05/04/1929 12:00:00 AM	Southern Ontario, April 5-9, 1929. Widespread flooding caused damages and flooded roads and railways; flooding forced several businesses to close in communities along the Grand and Saugeen Rivers and in Metro Toronto.	0	0	0			09/04/1929 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Tsunami	Burin Peninsula NL	18/11/1929 12:00:00 AM	Burin Peninsula NF, November 18, 1929. An offshore earthquake (magnitude 7.2) on the floor of the Atlantic Ocean caused a massive submarine slump (landslide), which generated a large ocean wave (tsunami); the tsunami drowned 27 people when it struck the Burin Peninsula. A tsunami was also reported to have struck Cape Breton, Nova Scotia, drowning one individual.	28	0	0			18/11/1929 12:00:00 AM								0	7.0	
Incident	Technology	Explosion	Non-Residential	Coalmont BC	01/01/1930 12:00:00 AM	Coalmont BC, 1930. An explosion in the Coalmont Colliery killed 45 people.	45	0	0			01/01/1930 12:00:00 AM								0	0.0	
Incident	Technology	Fire	Residential	Liverpool NS	01/01/1930 12:00:00 AM	Liverpool NS, 1930. The Canadian Red Cross evacuated 48 families (assume family of 4).	0	0	192			01/01/1930 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	St. Lawrence River	26/06/1930 12:00:00 AM	St. Lawrence River, June 26, 1930. Lightning struck the bow of the "John B. King" drillship in the St. Lawrence River, igniting a store of dynamite aboard.  The explosion killed 30 people and injured 11 others.	30	11	0			26/06/1930 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Landslide	Capreol ON	26/06/1930 12:00:00 AM	Capreol ON, June 26, 1930.  Slump of railway embankment: passenger train derailed into the Vermillion River.	4	0	0			26/06/1930 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Landslide	Crerar ON	27/06/1930 12:00:00 AM	Crerar ON, June 27, 1930.  Slump of railway embankment; freight train derailed.	8	0	0			27/06/1930 12:00:00 AM								0	0.0	
Incident	Conflict	Civil Incident	Rioting	Estevan SK	08/09/1931 12:00:00 AM	Estevan SK, September 8-29, 1931. The miners of the Souris coal field walked off the job to reinforce demands for increased wages and improved working conditions; involved 22 coal operators and 600 miners; on September 29, some 300 to 400 miners and their families clashed with police, resulting in three deaths, 23 injuries, and a number of arrests.	3	23	0			29/09/1931 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1931 12:00:00 AM	Prairie provinces, 1931-1938. The "dirty thirties"; dust storms, plant rust, heat waves, grasshopper plagues and water shortages plagued western Canada for almost a decade causing immense social and economic hardship. It is estimated that 250,000 people left the area. For related deaths, see Heatwave of 1936 (1936.005).	0	0	0			01/01/1938 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	New Brunswick and Eastern Quebec	04/05/1933 12:00:00 AM	New Brunswick and Eastern Quebec, May 4, 1933. Snowmelt, heavy rains and ice jams contributed to flooding throughout New Brunswick and Eastern Québec;  three lives were lost in Blue River, Tracey Brook (near Kedgwick), and Edmundston.	3	0	0			04/05/1933 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southern New Brunswick	25/10/1933 12:00:00 AM	Southern New Brunswick, October 25, 1933. Heavy autumn rainfall in southern New Brunswick caused extensive damage to roads, dams and bridges; seven stream drivers were swept to their death in Saint John county by the northwest branch of the Big Salmon River while trapped on a sand bar.	7	0	0			25/10/1933 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Earthquake	Baffin Bay NU	20/11/1933 12:00:00 AM	Baffin Bay NU, November 20, 1933. The largest earthquake ever recorded inside the Arctic Circle.  Magnitude: 7.3	0	0	0			20/11/1933 12:00:00 AM								0	7.0	
Disaster	Natural	Meteorological - Hydrological	Cold Event	Manitoba to Atlantic Canada	01/12/1933 12:00:00 AM	Eastern Canada, December 1933 - February 1934. A Cold Wave engulfed North America from Manitoba to the Atlantic coast.  Ice trapped fishing vessels off Nova Scotia, hospitals were jammed with frostbite victims and for only the second time in recorded history, Lake Ontario froze completely; 15 weather-related deaths in Ontario; communication systems were disrupted.	15	0	0			01/02/1934 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Plaster Rock NB	16/04/1934 12:00:00 AM	Plaster Rock NB, April 16-24, 1934. Continuous rainfall for several days, snowmelt and an ice jam 6.4 kilometres north of Plaster Rock, New Brunswick, contributed to extensive flood damage in the Saint John River Basin;  the counties of Sunbury and York were most affected.	0	0	0			24/04/1934 12:00:00 AM								0	0.0	
Incident	Conflict	Civil Incident	Rioting	Regina SK	01/06/1935 12:00:00 AM	Regina SK, June-July 1935. One person was killed on July 1 during a clash between police and 1000 unemployed workers taking part in the "On to Ottawa" trek.	1	0	0			01/07/1935 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Nova Scotia	10/01/1935 12:00:00 AM	Nova Scotia, January 10-15, 1935.  Nova Scotia was hit hard by flooding caused by unusually high temperatures, torrential rains and ice jams.  Some rivers reached levels 8 to 14 metres higher than normal.  Dykes and highways were damaged, 25 bridges were destroyed, homes and businesses were inundated, homes were evacuated, roads were flooded and farm animals drowned.			2			15/01/1935 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Manitoba	01/01/1935 12:00:00 AM	Manitoba, 1935. Record snowfall in Manitoba reached 51.8 cm in March, 1935.	0	0	0			01/01/1935 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Newfoundland	25/08/1935 12:00:00 AM	Newfoundland, August 25, 1935. Villages destroyed; 50 people left dead in the wake of a severe storm.	50	0	0			25/08/1935 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southern Ontario	10/03/1936 12:00:00 AM	Southern Ontario, March 10-12, 1936. Widespread flooding caused damages and flooded roads and railways; flooding forced several businesses to close; several dams were also damaged.	0	0	0			12/03/1936 12:00:00 AM								0	0.0	
Incident	Technology	Infrastructure failure	Manufacturing / Industry	Moose River NS	12/04/1936 12:00:00 AM	Moose River NS, April 12-23, 1936. Three men were trapped in a gold mine: only two of the men survived.	1	0	0			23/04/1936 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Northern Saskatchewan	13/07/1936 12:00:00 AM	Northern Saskatchewan, July 1936. During the week before July 20, 194 sq. km of Saskatchewan timberland burned.						19/07/1936 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Heat Event	Across Canada	05/07/1936 12:00:00 AM	Across Canada, July 5-17, 1936. A two-week heat wave starting on July 5, 1936; greater than 32°C in western and central Canada; from southern Saskatchewan to the Ottawa Valley temperatures were higher than 32°C for one and a half weeks; St. Albert, Manitoba reached 44.4°C and Atikokan, Ontario hit 42.2°C; 1,180 people died across Canada; a severe drought also occurred in 1936 (see 1931.002);  120.7 sq km of Saskatchewan timberland burned (see 1936.004).	1180	0	0			17/07/1936 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	New Brunswick	16/03/1936 12:00:00 AM	New Brunswick, March 16-25, 1936. Snowmelt, ice jams and heavy rainfall caused flooding across New Brunswick and resulted in severe damage; 22 ice jams were reported along the Saint John River basin, some extending 10 km upstream; a major ice jam formed on the Fredericton public wharf and across the Saint John River near the Fredericton Highway Bridge; 15 bridges were partially or completely destroyed; roads and railways were inundated; numerous homes, businesses and barns were flooded or destroyed; lumber mill stock and livestock were lost.	0	0	0			25/03/1936 12:00:00 AM								0	0.0	
Incident	Technology	Transportation accident	Rail	Louiseville QC	15/08/1936 12:00:00 AM	Louiseville QC, August 15, 1936. 22 dead, 22 injured: a 16-car freight train smashed into a farm truck carrying more than 40 people from a Friday night political rally.	22	22	0			15/08/1936 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Nova Scotia	01/09/1936 12:00:00 AM	Nova Scotia, September 1936. A hurricane-like storm hit Nova Scotia in September 1936, and caused flooding throughout the province.	0	0	0			01/09/1936 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southern Ontario	13/01/1937 12:00:00 AM	Southern Ontario, January 13-14, 1937. Widespread flooding caused damages and flooded roads and railways; flooding forced several businesses to close.	0	0	0			14/01/1937 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southern Ontario	26/04/1937 12:00:00 AM	Southern Ontario, April 26-28, 1937. Especially on the Thames River in London; the river flooded leaving 4000 people homeless; roads and railways were flooded and businesses were closed.	0	0	4000			28/04/1937 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Landslide	St-Gregoire-de-Montmercy QC	01/09/1938 12:00:00 AM	St-Gregoire-de-Montmercy QC, September 1, 1938. 4 dead; 12 injured; landslide caused by heavy rains destroyed houses.	4	12	0			01/09/1938 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Rainy River and Dance Township ON	10/10/1938 12:00:00 AM	Dance Township ON, October 10-15, 1938; 17 dead, 155 homeless, 37,230 ha of forest were destroyed.  The fire was caused by the settlers by brush fires.  The fire got out of control due to the lack of water in the area at the time.	17	0	155			15/10/1938 12:00:00 AM								0	0.0	
Incident	Technology	Infrastructure failure	Manufacturing / Industry	Sydney Mines, Cape Breton NS	06/12/1938 12:00:00 AM	Sydney Mines, Cape Breton NS, December 6, 1938. 20 dead. A chain of small cars known as a "man rake" was being lowered into the shaft when a cable snapped sending the cars, laden with more than 200 men, crashing to the bottom.	20	0	0			06/12/1938 12:00:00 AM								0	0.0	
Incident	Technology	Fire	Residential	Nova Scotia	02/02/1939 12:00:00 AM	Nova Scotia, February 2, 1939. Queen Hotel Fire.	0	0	0			02/02/1939 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Great Lakes: Lake Ontario	01/01/1940 12:00:00 AM	Ontario, 1940. Three Great Lakes ships wrecked in storm, killing 69.	69	0	0			01/01/1940 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Prairie provinces	14/03/1941 12:00:00 AM	Prairie provinces, March 14, 1941. A severe blizzard producing a storm called an "Alberta Low" lasted 7 hours and produced winds exceeding 100 km/h; the storm caused 76 deaths in the southern parts of the Prairie provinces and the northern U.S.	76	0	0			14/03/1941 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Gogama ON	14/05/1941 12:00:00 AM	Gogama ON, May 14 - June 15, 1941. No dead, 133,827 ha destroyed.	0	0	0			15/06/1941 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Burin Peninsula, St. John's and Little St. Lawrence NL	02/08/1941 12:00:00 AM	Burin Peninsula, St. John's and Little St. Lawrence NL, August 2, 1941. Experienced the effects of flooding caused by torrential rains;  two employees of United Towns Electric Company were drowned when a dam broke; the total rainfall was reported to be 98.3 mm for a 66-hour period.	2	0	0			02/08/1941 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Southwestern Ontario	25/09/1941 12:00:00 AM	Southwestern Ontario, September 25, 1941. An unnamed hurricane struck southwestern Ontario; winds were reported to reach 130 km/h in London.	0	0	0			25/09/1941 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Newfoundland, off coast	01/01/1942 12:00:00 AM	Newfoundland, 1942. 203 dead; three U.S. navy ships, the destroyers "Wilkes" and "Truxton" and the supply ship "Pollux", went off course during a blizzard and crashed into the rocks near St. Lawrence at the entrance to Placentia Bay: the ships had been unable to check their position as they had been ordered to keep radio silence: the "Wilkes" floated off the rocks but the other two ships were pounded to pieces: the rescue efforts of the villagers of St. Lawrence saved the lives of many sailors: as a gesture of gratitude, the U.S. government constructed a hospital in the town which was closed down by the Newfoundland government in 1989.	203	0	0			01/01/1942 12:00:00 AM								0	0.0	
